     tau         EL         x1         y1         z1         x2         y2         z2
   31400   -2.61173   -0.33256    0.47077    0.03994    0.11639   -0.04573    0.56038 
   31500   -3.62999    0.22468    0.02461   -0.48496    0.13764    0.08135   -0.31653 
   31600   -3.05793    0.08881    0.00790    0.33698    0.01495    0.30849    0.31597 
   31700   -3.14763    0.28827   -0.55108    0.79482    0.06040    0.17081    0.45603 
   31800   -2.86026   -0.79777    0.40207   -0.27801    0.64519   -0.03114   -1.05444 
   31900   -2.81080   -0.70126   -0.33740   -1.45248    0.12068   -0.24683    0.30883 
   32000   -2.89958    0.15572    0.08047   -0.12031   -0.28593    1.01058    0.97720 
   32100   -2.95176    1.14446   -0.16526   -0.03107    0.08173   -0.47783    0.38375 
   32200   -3.10553    0.86001   -0.03779   -0.35044    0.28675    0.28756    0.09636 
   32300   -2.80828   -0.00677   -0.62324    0.33877   -1.11877    0.70442   -0.57993 
   32400   -2.80895    0.33065    0.15325    0.46459    0.65139   -0.40638   -0.11145 
   32500   -2.59892   -0.70146   -0.17960    0.80399    0.52379    0.08791   -0.25634 
   32600   -3.13739   -0.28007    0.18648   -0.53791    0.12840    0.14379   -0.34118 
   32700   -2.98833   -0.30644    0.18723   -0.25753   -0.59440    0.29855    0.28340 
   32800   -2.97339   -0.05023    0.17146   -0.03029    1.51477   -1.72481   -0.94741 
   32900   -2.89362    0.25237   -0.42873   -0.02673   -0.03799   -0.20044    1.09535 
   33000   -2.99031    0.32518   -0.26471    0.76424   -0.52554   -0.16225    0.68128 
   33100   -2.81832    0.22143    0.37874    0.50798    0.47359   -0.94827    0.35562 
   33200   -2.51092    0.34851   -0.06498   -0.47442    0.16493    0.00497    0.68000 
   33300   -3.01684    1.28011    0.31919   -0.08145    0.12877    0.43069   -0.74600 
   33400   -3.61755   -0.19805    0.62570    0.06722   -0.65079    1.13930    0.49618 
   33500   -2.95987    1.20079   -0.87922    0.12636   -0.72281   -0.69260   -0.57187 
   33600   -2.24814    0.35482    0.14410   -0.01909   -0.45839   -0.19858   -0.03751 
   33700   -3.07731    0.67992   -1.08474   -0.52303   -1.30469   -1.00341   -0.32142 
   33800   -2.52869    0.06339    0.16255   -0.07793   -0.69645   -0.11700   -0.08863 
   33900   -2.61281   -0.15707   -0.17442    0.93852   -0.17454   -0.06690   -0.70823 
   34000   -2.80620   -0.29412    0.69917   -0.30617    0.86302   -0.19986    1.05217 
   34100   -2.91700    0.09766   -0.04438   -0.47080    0.38442   -0.87257   -0.08924 
   34200   -2.96534   -0.00660    0.54446   -0.29957   -0.06522    0.79567    0.88565 
   34300   -3.47285   -0.02673    0.25366    0.56317   -0.77629    0.04140    1.29027 
   34400   -2.83506    0.03596    0.68303    0.30897    0.45962   -0.02103   -1.28442 
   34500   -2.76442   -0.83488    0.59952    0.67947    0.48771   -0.69234   -0.47092 
   34600   -3.30607    1.42700   -1.02432   -0.51588    0.92339   -0.84595    0.53902 
   34700   -2.84881   -0.57085    0.66125   -0.40489    0.86108   -0.52243   -0.82174 
   34800   -2.97278    0.22959   -0.24058   -0.06417   -0.93317   -0.76343    1.06537 
   34900   -2.40308   -0.07267   -0.01596    0.81378    0.04592    0.13971   -0.31906 
   35000   -2.64481    0.69287   -0.48595   -0.90612   -0.28125    0.26792    0.45444 
   35100   -2.31723   -0.21725    0.12335   -0.33289    0.02396    0.12602    0.15196 
   35200   -2.90394    0.59542    0.76800   -0.30436   -0.21024    0.11580   -0.45103 
   35300   -3.02383    0.11284   -0.66334   -0.22813    0.18134   -0.11866   -0.41285 
   35400   -3.15931   -1.71546    0.04008    0.29945   -0.56101    0.79470   -0.50411 
   35500   -2.84773    0.53354   -0.34595   -0.08304    0.37279    0.31733    0.99182 
   35600   -3.05755   -0.04844   -0.63032   -1.03490    0.46905   -0.64677   -0.06870 
   35700   -2.65704    0.27528   -0.42525   -0.35340   -0.31158    0.12325    1.07365 
   35800   -2.61946   -0.45790   -0.29110   -0.62370    0.41575   -0.19368    0.74102 
   35900   -2.99373    0.34996    0.86716    0.27223    0.17575    0.66037   -0.70588 
   36000   -2.91054   -0.27400    0.43070    0.02146   -0.64445   -0.10185    0.58003 
   36100   -3.11235   -0.80062    0.01801    0.61099    0.05965    0.05765    0.18168 
   36200   -2.53284    0.14272    0.44870   -0.30070   -0.48487   -0.76712    0.14292 
   36300   -2.41830   -0.27184   -0.57863   -0.39336    0.16893    0.04074    0.25382 
   36400   -2.91338    0.16557    0.39397    0.06255    0.31082    0.09110    0.24818 
   36500   -3.11278    0.59499    0.78787   -0.46947    0.20165   -0.00409    0.09415 
   36600   -2.61744    0.07162   -0.27138    0.73275   -0.50546    0.24695   -0.74250 
   36700   -2.63811    0.39153    0.07585    0.62047   -0.42016    0.57192   -0.66203 
   36800   -3.31956   -0.43802    0.41187   -0.26856   -0.00998    0.10175   -0.17150 
   36900   -2.71815    0.65593    0.52907   -0.27132   -0.65075    0.46909    0.30674 
   37000   -3.15561    0.00150    0.11450    1.10682   -0.04922    0.30489    0.10973 
   37100   -2.41743    0.11607    0.69385   -0.05946   -0.25828   -0.44196    0.01872 
   37200   -2.73980    0.33154   -0.82643   -0.31603   -0.37584    0.31515    0.94784 
   37300   -2.79382    0.09428    0.00097    0.31199    0.14793    0.37740   -1.85546 
   37400   -2.89651   -0.85200    0.94789   -0.42102    0.02626    0.07660    1.05804 
   37500   -2.54366    0.76715    0.08513    0.17972   -0.24789   -0.06958    0.28670 
   37600   -3.19898   -0.32928    0.05177   -0.47325   -0.64412    0.11655   -0.22884 
   37700   -2.46329   -0.23169   -0.09094   -0.06647   -0.01161    0.25937   -0.21445 
   37800   -2.99212    1.18084    0.00692    0.05625    0.31404    0.54600    0.85201 
   37900   -2.59457    0.12902   -0.25734    0.68511    0.06495    0.50510    0.00643 
   38000   -2.77692   -0.68839   -0.06215    0.90861   -0.20793    0.38484   -0.85835 
   38100   -2.21069    0.05156   -0.17192    0.05809   -0.10064    0.56940    0.01241 
   38200   -2.39890    0.66676    0.13373   -0.11536   -0.44138   -0.00072   -0.12342 
   38300   -3.52154   -0.19509   -0.84227   -1.00445   -0.08601   -0.00900   -0.10981 
   38400   -2.74159    0.49787   -1.20498    0.45959    0.17591    0.55645   -0.27555 
   38500   -3.03379    0.06449   -0.03880    0.27374   -1.22125    0.69279    0.40863 
   38600   -3.09718   -0.36560    0.38389   -0.50085   -0.11463    0.38190    0.02021 
   38700   -2.51518    0.07986    0.25175   -0.11889    0.35200   -0.15614   -0.06177 
   38800   -2.27786   -0.42251   -0.24550   -0.24593    0.14264   -0.01545    0.00203 
   38900   -2.52790   -0.09814   -0.01880   -0.42770    0.75044    0.13121    0.39935 
   39000   -3.17720    0.11623    0.48165    0.18463    1.18514    0.34728    0.20134 
   39100   -2.63615   -0.00583   -0.49861    0.04302   -0.60257    0.20078   -0.53363 
   39200   -2.56001   -0.60196    0.14803    0.28918    0.02801   -0.39792   -0.52621 
   39300   -2.40596   -0.21066    0.01365   -0.35464    0.48058   -0.12460    0.63225 
   39400   -2.75184    0.26197    0.14914   -0.68970   -0.15063   -1.04864    0.09765 
   39500   -2.86579    0.16712    0.04259   -0.04757   -1.60009    1.02723   -0.04969 
   39600   -3.17497   -0.23536    1.47546   -1.96263    1.20496    0.32952    0.60967 
   39700   -2.66346    0.39388   -0.18481   -0.41317   -0.73903   -0.49806    0.71504 
   39800   -3.12367   -0.71872   -0.11135    0.37297   -0.03213   -0.13749    1.39189 
   39900   -2.97284   -0.13092   -0.15207   -0.07759   -0.17232    0.19159   -0.69026 
   40000   -3.05574   -0.32157   -0.01134    0.03343   -0.44140    0.55161   -0.67345 
   40100   -2.79332    0.08478    0.94479   -0.21519    0.46198   -0.13358   -0.38442 
   40200   -3.06929    2.15694   -0.86012    0.10846   -0.10015    0.27492   -0.41963 
   40300   -3.05065    0.20635    0.22553    0.46409   -0.63955   -1.53599    0.81022 
   40400   -2.99927   -0.68321   -0.16266   -0.14877   -0.65659    0.00088    0.74300 
   40500   -3.43881    0.47609    0.04074   -0.01313    1.08503   -0.41285   -0.82780 
   40600   -3.30448   -0.05168   -0.22479    0.19597   -0.82739   -0.45411    0.23682 
   40700   -3.02601    0.81778    0.60028   -0.36556    0.89291   -0.46195   -0.24839 
   40800   -2.51333   -0.16533   -0.16966    0.12519    0.14664   -0.28742   -0.37960 
   40900   -2.58754   -0.54057   -0.08546    0.77988   -0.09664   -0.06033   -0.54547 
   41000   -3.20248    0.46053    0.23891    0.04663   -0.10014    0.19660    2.15600 
   41100   -3.23755    0.26947   -0.34011   -0.14618    0.61701   -0.08717   -0.64773 
   41200   -2.91702   -0.22562    0.48068    1.13899    0.54262    0.92944   -0.66131 
   41300   -2.80094   -0.58387   -1.07481   -0.23548    0.89881    0.33890    0.33175 
   41400   -2.65175   -0.13917   -0.04307   -0.01478    0.52589    0.78935    0.82726 
   41500   -2.91871    0.27644    0.23928    0.67770   -0.15907    1.05962   -0.00857 
   41600   -2.82018   -0.10978   -0.59160    0.45491    0.95389    0.14033    0.38005 
   41700   -2.79750    0.27003   -0.14312    0.33682    0.30005   -0.22360   -1.43806 
   41800   -2.96368   -0.00428    0.04781    0.00135    1.31122   -0.12295    0.18514 
   41900   -3.41854   -1.04303   -0.25548    1.19608   -0.12365    0.13793    0.06708 
   42000   -3.38393   -1.12345    0.01901    0.19462   -0.38080   -0.16567    0.35103 
   42100   -3.66526    0.56749   -1.23049    0.17569    0.12986   -0.25949    0.14995 
   42200   -2.71656    0.02444   -0.55050    0.32518    0.55125    0.49430    0.50218 
   42300   -2.94181    0.18424   -0.32538    0.65427   -0.61429    0.12472    0.67070 
   42400   -2.87519    0.46805    0.12710   -0.15397    0.05734    0.30908   -0.32955 
   42500   -2.82738    0.63054    0.11262    0.01811    0.04589   -1.10786    0.36097 
   42600   -2.92446    0.02811   -0.49802    0.51994   -0.85450   -0.61374   -0.15170 
   42700   -2.57210   -0.42714   -0.75335    0.11106    0.46583    0.35470    0.28718 
   42800   -2.62548    0.38277   -0.00191   -0.60778   -0.82553   -0.05188    0.62977 
   42900   -3.00071    1.54998    0.81826    0.18402   -0.18282   -0.84443   -0.89927 
   43000   -2.75500   -0.51508   -0.30771   -0.60037   -0.00732    0.61654   -0.30099 
   43100   -3.33915    0.34945   -1.22928   -1.57893    0.64802   -0.02228   -0.34826 
   43200   -2.42648   -0.12490   -0.22045    0.29987    0.27391   -0.21268   -0.50549 
   43300   -2.67635   -0.73496   -0.10122    0.53765   -0.15586    0.27228   -0.40364 
   43400   -2.86388    0.71908   -0.19964    0.18255   -0.50110   -0.77964    0.78078 
   43500   -2.46594    0.79420   -0.08535    0.27006   -0.45819   -0.10832   -0.15503 
   43600   -3.00758    1.56050   -0.48810   -0.62825    0.21857    0.03868    0.89874 
   43700   -2.71141   -0.45756    0.24968    0.03930   -0.03631    0.05633    0.55260 
   43800   -2.33897    0.24790   -0.15779   -0.01105   -0.60739    0.30147   -0.25560 
   43900   -3.08595   -0.06530   -0.03854   -0.51560   -0.23041    0.67335   -0.54634 
   44000   -3.50356    0.17838   -1.60933   -0.28376   -0.06247   -0.38268    0.20305 
   44100   -2.96541    0.59582    0.88221    0.21721    0.31721    0.11535   -0.47614 
   44200   -2.94669   -1.08507    1.06762   -0.77330    0.71655   -0.73106    0.62187 
   44300   -2.96640    0.71382    0.08532    1.59246   -0.93201    0.33753   -0.66961 
   44400   -2.38318   -0.39912    0.47206    0.56725    0.14741   -0.05551   -0.05579 
   44500   -2.99696   -0.18087   -0.36319    0.99020    0.11050    0.42023    0.42103 
   44600   -2.46880   -0.50870    0.52683   -0.53511    0.11670   -0.29999    0.03926 
   44700   -2.66664    0.77046    0.04023    0.33181   -0.60193    0.50683    0.27602 
   44800   -2.60753    0.21273    0.50117   -0.47533    0.16575   -0.36793   -0.16835 
   44900   -3.04781   -1.49673   -0.69449   -1.24570    0.22431   -0.60385    0.46901 
   45000   -2.66803    1.01143    0.01524    0.25385   -0.73001    0.35474    0.01666 
   45100   -2.97979   -0.29580    0.91860   -0.21241    0.58952    0.46935   -0.72664 
   45200   -2.77248   -0.52569    0.00810   -0.26839   -0.03519   -0.00754    0.07481 
   45300   -2.67414    0.31567   -0.73025    0.13318   -0.49815    0.53185    0.60711 
   45400   -2.71151    0.56201    0.61548   -0.62151    0.35202   -0.49953    0.44511 
   45500   -2.21317   -0.05680   -0.01411    0.03800    0.03178    0.16399   -0.32241 
   45600   -2.94143    0.96755   -0.40370    0.49244    0.14641   -0.01291   -0.26626 
   45700   -2.66514   -0.02851   -0.03612    0.69327    0.57170    0.18859   -0.01871 
   45800   -3.09251   -0.24870   -0.42486    0.26237    1.27830   -0.98521    0.19804 
   45900   -3.45799    0.61383   -0.07787    0.21889    0.27080   -0.04852    0.26977 
   46000   -3.30673   -0.35844    0.34218    0.23560   -0.07357    0.90480    0.35195 
   46100   -2.88189    0.45063    0.82460   -0.20318   -0.12148    0.09608   -0.68934 
   46200   -3.58756   -0.18709    0.28911   -0.12475   -1.58386    0.72632   -0.16483 
   46300   -2.91195   -0.01887   -0.73658    0.45115   -0.94263    1.04731   -1.13663 
   46400   -2.89269    0.06289   -0.25652    0.66544    0.42985    0.32499   -1.85261 
   46500   -2.97038   -0.34117   -0.95717    0.30643   -0.60075    0.32122    1.10167 
   46600   -2.64547    0.05785   -0.86691   -0.00308   -0.22422    0.27250    0.57074 
   46700   -2.66467   -0.42913    0.57082    0.41079    0.27799    0.06798    0.06765 
   46800   -3.22794   -0.36030    0.21945   -0.17499   -0.39606    0.03084   -0.61406 
   46900   -2.81850   -0.62114   -0.40644    0.15012    0.64887    1.27846    0.49285 
   47000   -3.10357   -0.96972    0.78007    0.58565   -1.05184   -0.35533    0.11470 
   47100   -2.91518   -0.85213   -0.92503    0.26560    0.35157   -0.45560   -0.90204 
   47200   -2.84512   -0.12285    0.04203    0.24251    1.77962   -0.14818   -0.85792 
   47300   -2.73215   -0.19699   -0.72704    1.11245    0.21767    0.19354   -0.68199 
   47400   -2.75440    0.29891   -0.33431   -0.58044   -0.42199   -0.53427    0.00929 
   47500   -2.44128   -0.68270    0.00375   -0.06221    0.61563    0.03015   -0.02239 
   47600   -3.29963    0.81165   -0.30615    2.54656    0.12403   -1.08648    0.11867 
   47700   -2.87535    0.16578   -0.19239    0.17290   -1.46265   -0.01450    0.42479 
   47800   -3.08984    1.61089   -0.12962    1.35442   -0.09148   -0.78575   -0.16798 
   47900   -3.41295    0.73964    0.70427   -1.00960    0.11316    0.51503   -0.13448 
   48000   -2.51254    0.51974   -0.03263    0.04507   -0.19997    0.44648    0.28446 
   48100   -2.75024   -0.08413    0.10394    0.39572    0.21529   -0.53750    0.30954 
   48200   -3.13303    0.29654   -0.51570   -0.67548   -1.15108    1.71346   -1.12924 
   48300   -2.86022    0.75530    0.14458    0.35603    0.52250   -0.56111   -0.74750 
   48400   -3.16609   -1.09365    1.14168    0.94053   -0.64023   -0.52831    0.95148 
   48500   -2.75896   -0.13915    0.44130   -0.61807    0.47521    0.55896    0.28249 
   48600   -2.66012    0.00116   -0.18055    0.13561    0.40877   -0.05383   -1.03815 
   48700   -2.40091    0.41472    0.35782   -0.12818   -0.55551   -0.10103   -0.02347 
   48800   -3.25570    0.11152    0.26909    0.81910    0.97888    0.86935    0.64425 
   48900   -3.40709   -0.09965    0.52414    0.91145    0.11739    0.41260    0.24007 
   49000   -2.67250   -0.65309    0.54512   -0.61853    0.22259    0.02524   -0.04417 
   49100   -2.64695    0.66639    0.31175   -0.87430   -0.22540   -0.44910    0.15796 
   49200   -3.12659    0.03110    0.11893    0.03379    0.10885    0.47228   -0.66334 
   49300   -2.86063   -0.80501    0.40760   -1.19557   -0.24239   -0.26667    0.27970 
   49400   -2.87011   -0.27841    0.28384   -0.04456   -0.08476   -0.79776    1.36858 
   49500   -3.26207    0.18864   -0.44954    0.26294    0.94743   -0.74429   -0.26891 
   49600   -2.72505    0.02093   -0.18142   -0.97784   -0.58556    0.54208    0.28608 
   49700   -3.15009   -1.02436   -0.26234   -1.93820   -0.46735    0.48136    0.20778 
   49800   -2.76785   -0.16901   -0.77981    0.48935   -0.80421    0.24876   -0.17617 
   49900   -2.41708   -0.16901    0.19335   -0.21007    0.05055   -0.31743   -0.18911 
   50000   -2.76515    0.20239    0.25053    0.46883    0.45677   -0.84889    0.15027 
   50100   -3.58413   -0.58476    0.19339    0.22485   -1.08207    1.02729    0.39277 
   50200   -2.66307    0.30906    0.30457    0.79091   -0.17510    0.02865   -0.94464 
   50300   -3.17923   -0.01095   -0.15920    0.02506    0.36535   -0.38455   -0.19688 
   50400   -3.04675   -0.21486    0.28264   -0.08960   -1.00843   -0.22051    0.34576 
   50500   -2.92524    0.14331    0.59310   -0.57627   -0.11466   -0.17689   -0.59274 
   50600   -3.15628   -0.46995   -0.56754    0.84029    0.95909   -1.07683   -2.22784 
   50700   -2.73343    0.67121    0.79136    0.29748   -0.60269   -0.78370    0.16071 
   50800   -2.75682   -0.31929    0.16353   -0.61179    0.16999    0.90730    0.68127 
   50900   -2.98981    1.06198   -0.29652    1.04246    0.77879    0.24853   -0.71196 
   51000   -3.08131    0.48344    0.40617   -1.55339   -0.26764    0.35899   -0.01983 
   51100   -2.81186    0.03119   -0.01467   -0.81284   -1.12113   -0.20455    0.25006 
   51200   -3.11462    0.33431   -0.26736   -0.10776    0.76502   -0.06038    0.44675 
   51300   -3.40873    0.25724    0.01087   -0.06656    0.86842   -0.52734    0.27148 
   51400   -2.95678   -0.06640   -0.00711    0.13941    0.39551   -1.08899    0.09191 
   51500   -2.45379   -0.00925    0.09936    0.14234    0.29813   -0.53567    0.04714 
   51600   -3.28570    0.01607   -0.08007    0.09357    0.31306    0.31525    0.85379 
   51700   -2.30120   -0.32611    0.09119   -0.45773    0.15533   -0.21803    0.17628 
   51800   -2.91574   -0.80919    0.54183    0.40646   -0.00287    0.24663   -0.24538 
   51900   -2.72205   -0.05279   -0.40127   -0.00989    0.45961   -0.19321    0.10372 
   52000   -3.45700    0.42864   -0.58965   -0.09835    0.19740   -0.06926    0.01193 
   52100   -2.79897    0.02849   -0.24614   -0.64108    0.61397    0.31891   -0.25792 
   52200   -2.74701   -0.40258    0.05912    0.11966    0.57352   -0.36902    0.89308 
   52300   -3.67055   -0.28171   -0.22248   -0.06625   -0.96466   -1.04426    0.16052 
   52400   -2.64815   -0.72255   -0.65986    0.03662    0.55708   -0.02360    0.34668 
   52500   -2.36277    0.24847    0.02024    0.26106   -0.57239   -0.19305   -0.06213 
   52600   -3.67282    0.10849    0.19585   -0.81584    0.06094    0.00734   -0.29269 
   52700   -2.92034    0.03288   -0.07315    0.54923    0.70858    0.16156    0.31640 
   52800   -2.27268    0.36836    0.04904    0.13834   -0.38841   -0.23714   -0.20952 
   52900   -2.50086    0.16877    0.17007   -0.05988    0.24083   -0.21939    0.05261 
   53000   -3.21385   -1.21026    0.53308   -0.46623   -0.00049    0.25544    0.03122 
   53100   -3.35425    0.12586    0.27709   -0.30506    0.05054    0.94707   -0.16966 
   53200   -2.95923   -0.01076    0.88513   -0.59403    0.75697    0.31182   -0.07415 
   53300   -2.89050    0.37645   -0.85354    0.01977   -0.06588   -0.04324   -0.19414 
   53400   -2.86339    0.51665    0.19255   -0.56163   -0.47988   -0.08500   -0.75967 
   53500   -3.06232    0.35331   -0.75032    1.08179    0.64118   -0.04301    0.01760 
   53600   -2.47006   -0.01680    1.15971   -0.10272    0.05011   -0.12632    0.00893 
   53700   -2.58445   -0.58694    0.36749    0.83671    0.03846   -0.29861   -0.14657 
   53800   -3.01335   -0.88104    1.59234   -0.17133    0.26143    0.06663    0.64641 
   53900   -3.61340    0.38219    0.00615    0.51585    0.72873    0.13967    0.66611 
   54000   -2.85571    0.11913    0.27378    0.09423   -0.84078   -1.93872    0.25239 
   54100   -3.00757   -0.40107    1.08935   -0.32591    0.70581   -1.50284    1.04568 
   54200   -2.83769   -0.01459   -0.30905   -0.42998   -0.96714    0.67574   -0.25336 
   54300   -2.55064    0.01442    0.15227   -0.33374   -0.54214    0.26784    0.35174 
   54400   -2.68500    0.78095    0.51791   -0.45859   -0.77962   -0.41082    0.21986 
   54500   -3.12637    1.33990    1.58879    0.36329   -0.22439   -0.05988    1.07222 
   54600   -2.76825   -0.83765   -0.27067   -0.69732    0.34349   -0.54163    0.69305 
   54700   -2.49456    0.57687    0.42170    0.08801   -0.45082    0.13815    0.02424 
   54800   -3.25053    0.83989   -0.07697   -1.06604    0.55354    0.00168    0.02424 
   54900   -2.31946    0.37685   -0.04537    0.22533   -0.20052    0.13660    0.09204 
   55000   -2.88582    0.85549   -0.01514   -0.10600   -1.35462    0.98889   -0.26369 
   55100   -2.60660   -0.79942    0.69090   -0.32974    0.17961    0.04428    0.07258 
   55200   -2.32927   -0.16762    0.25603    0.15773   -0.12834   -0.10576   -0.30563 
   55300   -3.34884   -0.05492    0.05747   -0.03079   -0.85234    0.57222    0.91824 
   55400   -2.97419   -2.06137    0.33115    0.87475    0.16558   -0.11244   -0.42148 
   55500   -2.68013   -0.14038   -0.05257   -0.24222   -0.41816   -0.38489    0.35343 
   55600   -2.73591   -0.47742   -0.49848   -0.33947   -0.08923    0.62258    1.02126 
   55700   -3.27476   -0.13215   -0.35902   -0.47578   -0.09581    0.02043   -0.29154 
   55800   -3.16989    0.11987    0.30910   -0.41912    0.52149   -0.21533   -0.81489 
   55900   -3.22645    0.46574   -1.15809   -1.06946    0.01177   -0.53218    0.20475 
   56000   -2.92685    0.32751    1.28188   -0.16582    0.29941   -1.32537   -0.47898 
   56100   -3.03205   -0.15864   -0.58919   -1.17765    0.74301   -1.25224    0.29542 
   56200   -2.73205    0.23431    0.05907    1.07198   -0.17471   -0.09755   -0.03124 
   56300   -2.59202    0.64765   -0.60185    0.12846    0.03638    0.60751   -0.04816 
   56400   -3.11539   -1.38220   -2.46695    0.42326   -0.07241    0.31762   -0.28611 
   56500   -2.90812    0.59570    0.27579    0.71661   -1.45166    0.04153    0.39901 
   56600   -2.50148   -0.28392   -0.73315    0.15240    0.20808    0.06920   -0.22369 
   56700   -2.73350    0.16903    0.63714   -0.26614    0.19819    0.23531    0.56151 
   56800   -3.32532   -0.36782   -0.19458   -1.44710   -0.56019    0.13516   -0.35392 
   56900   -2.31440   -0.01000   -0.07802   -0.05187    0.13604    0.16362    0.61065 
   57000   -2.49252   -0.19459    0.21507   -0.33735    0.50208    0.02600   -0.08393 
   57100   -2.70838    0.14307   -0.01142    0.08155   -0.16776   -0.25294    0.35312 
   57200   -2.63558   -0.75865    0.87563    0.34911    0.31296   -0.00403   -0.08506 
   57300   -2.65378   -0.29501    0.37550    0.72883   -0.24941   -0.18688   -0.11582 
   57400   -2.54087   -0.72392   -0.14896    0.11323    0.46628   -0.37124    0.08459 
   57500   -2.94446   -0.85071    1.01886   -0.06690   -0.00566    0.09034    0.63409 
   57600   -2.33122    0.38297   -0.47157   -0.12891   -0.16439    0.01692    0.07822 
   57700   -2.62494    0.07338   -0.77665    0.47130   -0.45212    0.35395   -0.52978 
   57800   -2.71322   -0.09245    0.56640   -0.05182   -0.14822    0.04889    0.28228 
   57900   -3.61015   -0.09724   -0.05388   -0.08640   -2.01580    0.50773   -0.62388 
   58000   -3.14783   -0.23753   -0.36342    0.33576   -0.14472    1.41559    1.49450 
   58100   -2.80230   -0.25827    0.26397   -0.40756   -0.62418   -0.68702   -0.11603 
   58200   -2.80661   -0.26143   -0.83664    0.46566   -0.04645   -0.29077   -0.53562 
   58300   -2.96878   -0.00331   -0.06425    0.03496   -1.33893    0.20942   -1.19267 
   58400   -3.21541    0.00100    0.49448    0.12107   -0.33204    0.47758    0.30637 
   58500   -3.16684    0.13563   -0.01782    0.44962    1.05206   -0.01977    0.30637 
   58600   -2.73407    0.80333   -0.88196   -0.26821   -0.61987   -0.02118    0.37168 
   58700   -2.72131    0.08546    0.81481    0.24261   -0.42435   -0.03426    0.13995 
   58800   -3.05171   -0.25013    0.06613    0.17938   -0.32526   -1.54475    0.10595 
   58900   -3.18419   -1.01403   -0.01997    1.25523    0.27934    0.10292    0.52949 
   59000   -2.60055    0.16793   -0.11778    0.13007   -0.90224   -0.30353    0.01211 
   59100   -2.53920    0.02070   -0.12707    0.10639    0.45249    0.87311   -0.76485 
   59200   -3.23579    0.55381   -1.98532    0.32158   -0.45826   -0.22532    0.23622 
   59300   -2.72072    0.11089    0.53163   -1.20060    0.36895   -0.20202    0.38593 
   59400   -2.75590   -0.88151    0.71159   -0.09508    0.18952   -0.11479    0.67633 
   59500   -2.46568   -0.41480   -0.07331    0.11829    0.38016    0.14784   -0.65016 
   59600   -2.75447    0.11416    0.12333    0.84997   -0.39002    0.81730   -0.37041 
   59700   -2.50831   -0.01805    0.33115   -0.51336   -0.01491   -0.66606    0.49413 
   59800   -3.15246   -1.04087    0.11534   -0.89332   -1.36552   -1.16833    0.33360 
   59900   -3.06733   -0.51767    0.21267    1.51339    0.70024    0.86070    0.42280 
   60000   -3.13177    1.64501    0.66243    1.41286    0.29442   -0.23532   -0.37486 
   60100   -2.50798   -0.42342   -0.08465   -0.41464   -0.05679    0.29396    0.14317 
   60200   -3.65080    0.49014    0.20397   -0.24250    0.85626    0.55410   -0.31094 
   60300   -3.28850    0.61238   -0.37931    0.60494    0.68756   -1.25232    0.21590 
   60400   -3.33163    0.02935   -0.24852   -0.09247    0.52647   -0.34861   -0.71911 
   60500   -2.50791    0.22923   -0.10037   -0.38817   -0.69829    0.38505    0.12879 
   60600   -3.01758   -0.03688   -0.64361    0.30868    0.37719    0.63788    1.45173 
   60700   -2.39785    0.31051    0.08504   -0.44167    0.01588    0.02189    0.05911 
   60800   -2.84434   -0.81534   -0.01553    0.64310   -0.18453    0.84588   -0.20949 
   60900   -3.02830    0.81381   -1.50359    0.74582    0.39514    0.84592   -0.95759 
   61000   -2.89035    0.08862   -0.06576   -0.76817    0.54388   -1.15673    0.26637 
   61100   -3.54102   -0.48710    0.42071   -0.17473   -0.56795    0.84776   -0.07793 
   61200   -2.80081    0.02079    0.21058   -0.17153    1.15652   -0.32367    0.42262 
   61300   -3.38386    0.68450    0.63400   -0.65906    0.13646    0.62661   -0.51093 
   61400   -2.86742   -1.09168   -0.56537   -0.51048    0.77289   -0.07207    0.91210 
   61500   -2.70466    0.27619   -0.42776    0.55363   -0.15128    0.97182   -0.76159 
   61600   -2.34064   -0.32610   -0.57888    0.33590    0.11120    0.12561    0.01636 
   61700   -3.08757    0.85578   -0.35445   -1.37381    0.35323   -1.26130    0.12767 
   61800   -2.59350   -0.28750    0.21499    0.03304   -0.16109   -0.83679   -0.23494 
   61900   -2.60843    0.26464    0.60658   -0.40572    0.23262   -0.35247    0.70451 
   62000   -2.81034    0.13443   -0.24243    0.17458   -1.58032    0.80926   -0.18331 
   62100   -3.67230   -0.55512   -2.12824    0.05024   -0.26697   -0.69467    0.27586 
   62200   -2.91454    0.04816    0.17978    0.11076    0.52450    0.38062   -0.85840 
   62300   -3.27443    1.35101    0.80536   -0.29920    0.26552    0.40002   -0.70977 
   62400   -2.60561    0.07143   -0.14840    0.56042   -0.79044    0.03398   -0.52864 
   62500   -2.21209    0.36020    0.01944   -0.12083   -0.10932   -0.00897    0.21973 
   62600   -3.13325   -0.39559    0.17696    0.90843    0.02375    1.90060   -1.65442 
   62700   -2.81310    0.08496    0.76451    0.67434   -0.40470   -0.55642   -1.13862 
   62800   -2.91248   -1.04045   -0.29669   -0.17039   -0.42826    0.52502    0.59013 
   62900   -3.16161   -0.16468    1.21048    0.58498    0.70828    0.61143    0.95012 
   63000   -2.89282   -0.28810    0.23037   -0.82612   -0.73284   -1.13266    0.73399 
   63100   -2.51929   -0.20590    0.40603   -0.73936    0.25116   -0.17262    0.53455 
