   1.3568839163117865E-008  -1.0364201452575275E-007   5.4941474893545706E-007  -2.3311725480164398E-006   8.3851761103221907E-006  -2.6362356272786923E-005   7.3780521538412204E-005  -1.8592598396697084E-004   4.2473563464927235E-004  -8.8229595221593637E-004   1.6665007599096881E-003  -2.8565722426225912E-003   4.4394775770958978E-003  -6.2816903282246206E-003   8.1853818902492409E-003  -9.9863786245821141E-003   1.1604300497817976E-002  -1.3027677402957679E-002   1.4278342560426021E-002  -1.5386496115244936E-002   1.6379854830649954E-002  -1.7280779002865811E-002   1.8106498161821045E-002  -1.8870141693385422E-002   1.9581762785124676E-002
   2.7156095784334082E-008  -2.0741538196954659E-007   1.0994763833747373E-006  -4.6648801199220864E-006   1.6778716298388243E-005  -5.2748636972735757E-005   1.4762136316189922E-004  -3.7198724749409786E-004   8.4974209357017029E-004  -1.7650750772723140E-003   3.3337639860592009E-003  -5.7141931699671283E-003   8.8801804371513391E-003  -1.2564533920631490E-002   1.6371494549371309E-002  -1.9972683451512957E-002   2.3207364061831409E-002  -2.6052641092503361E-002   2.8552224817691103E-002  -3.0766550682345149E-002   3.2751078708046819E-002  -3.4550549396081667E-002   3.6199437107831300E-002  -3.7724012740869749E-002   3.9144392573136129E-002
   4.0780120888391704E-008  -3.1145092337432018E-007   1.6508288486367813E-006  -7.0036447900960123E-006   2.5188936492619468E-005  -7.9182610639275718E-005   2.2158239724368736E-004  -5.5831791612483801E-004   1.2752875127185856E-003  -2.6488148697688422E-003   5.0025412690670899E-003  -8.5738926125919577E-003   1.3323304302570567E-002  -1.8849641949531745E-002   2.4559013690202317E-002  -2.9958773437545501E-002   3.4807875753078289E-002  -3.9072090203716651E-002   4.2817091729307033E-002  -4.6133621261832666E-002   4.9104934957009107E-002  -5.1798193254521355E-002   5.4265145896072065E-002  -5.6545229512608694E-002   5.8668643265959941E-002
   5.4459223830589199E-008  -4.1587909275943426E-007   2.2041139038525267E-006  -9.3499784117798039E-006   3.3624112728571508E-005  -1.0568791141331008E-004   2.9572309727872399E-004  -7.4505105896534437E-004   1.7016375113259501E-003  -3.5339874101788377E-003   6.6735736752839142E-003  -1.1436681942125309E-002   1.7770015698706700E-002  -2.5138083756515873E-002   3.2748560117320573E-002  -3.9944440417810430E-002   4.6404442929809719E-002  -5.2083137507985669E-002   5.7068295185369135E-002  -6.1481067557716484E-002   6.5432586128724449E-002  -6.9012490815861194E-002   7.2289852544659444E-002  -7.5317310024977935E-002   7.8135175029860227E-002
   6.8211696758448823E-008  -5.2083013975631965E-007   2.7599718647739516E-006  -1.1706385300615231E-005   4.2092489254477633E-005  -1.3228806008705403E-004   3.7010258559222849E-004  -9.3231878370712775E-004   2.1290553583152637E-003  -4.4210596196497141E-003   8.3475920833572925E-003  -1.4303554446097983E-002   2.2221452293567038E-002  -3.1430887091445502E-002   4.0940699861416692E-002  -4.9929409232855958E-002   5.7995595576563336E-002  -6.5082810257249532E-002   7.1301095771568387E-002  -7.6802154581980614E-002   8.1725099120333905E-002  -8.6182128173865988E-002   9.0259694978034294E-002  -9.4023688876256589E-002   9.7524574011383786E-002
   8.2055838805458001E-008  -6.2643427024363215E-007   3.3190423363226155E-006  -1.4075364876502623E-005   5.0602286494860449E-005  -1.5900648473653989E-004   4.4477967997070113E-004  -1.1202523291840038E-003   2.5578021336988160E-003  -5.3104935057358676E-003   1.0025317506365095E-002  -1.7175485682858961E-002   2.6678723214346920E-002  -3.7729038330073933E-002   4.9135944301213631E-002  -5.9913337859871511E-002   6.9579786661150597E-002  -7.8068051085814591E-002   8.5510664624107544E-002  -9.2090055948789051E-002   9.7973450464372835E-002 -0.10329570518293522       0.10816073222603668      -0.11264773247573855       0.11681737238521341     
   9.6009980050345565E-008  -7.3282180519150600E-007   3.8819649357780436E-006  -1.6459414266836285E-005   5.9161708880889188E-005  -1.8586654095802244E-004   5.1981293926102001E-004  -1.3089821555505941E-003   2.9881368851079229E-003  -6.2027463992999476E-003   1.1707461399859507E-002  -2.0053433817042360E-002   3.1142909341404762E-002  -4.4033482671071655E-002   5.7334750273887958E-002  -6.9895817549206027E-002   8.1155392520753225E-002  -9.1035718970857202E-002   9.9692085377251188E-002 -0.10733785729828095       0.11416853178643836      -0.12034174356986582       0.12597895586818256      -0.13117275455361527       0.13599406871446271     
   1.1009250527455456E-007  -8.4012333791902288E-007   4.4493800074807006E-006  -1.8861030874078875E-005   6.7778952555868019E-005  -2.1289153172874669E-004   5.9526070798147880E-004  -1.4986380321660745E-003   3.4203167795986318E-003  -7.0982711828085935E-003   1.3394725956151255E-002  -2.2938339936038818E-002   3.5615063580277162E-002  -5.0345124313223084E-002   6.5537520174937816E-002  -7.9876372967285003E-002   9.2720713278309802E-002 -0.10398259025268916       0.11384035620416896      -0.12253855984971095       0.13030115542924700      -0.13730869524848421       0.14370030171510031      -0.14958203193841563       0.15503514860322551     
   1.2432187754982369E-007  -9.4846988996385239E-007   5.0219293298999345E-006  -2.1282714910545714E-005   7.6462212963960147E-005  -2.4010472691179328E-004   6.7118115998689263E-004  -1.6893491232633738E-003   3.8545972508711407E-003  -7.9975165102391561E-003   1.5087804385150699E-002  -2.5831128347910397E-002   4.0096211112319764E-002  -5.6664826613550934E-002   7.3744602048436095E-002  -8.9854462347023045E-002  0.10427397329035598      -0.11690535971582451       0.12795039195165142      -0.13768508408355704       0.14636206024104167      -0.15418495083250119       0.16131066171867028      -0.16785882058823451       0.17392110562049051     
   1.3871666168708994E-007  -1.0579930657581580E-006   5.6002568158941849E-006  -2.3726971903184248E-005   8.5219692329984546E-005  -2.6752938242400427E-004   7.4763234122825477E-004  -1.8812440714806652E-003   4.2912321420347319E-003  -8.9009270188046864E-003   1.6787381182070175E-002  -2.8732706861174045E-002   4.4587349624546996E-002  -6.2993412227115686E-002   8.1956289668601856E-002  -9.9829477646821721E-002  0.11581332162746530      -0.12980064173184452       0.14201702636920371      -0.15277027355208564       0.16234191752609831      -0.17095884834163888       0.17879589610198993      -0.18598637186143935       0.19263246247384253     
   1.5329554757727151E-007  -1.1688252063002773E-006   6.1850092069688251E-006  -2.6196315171050893E-005   9.4059607037863568E-005  -2.9518875908530161E-004   8.2467221164581148E-004  -2.0744510793287512E-003   4.7304738440442726E-003  -9.8089435326955965E-003   1.8494132382280169E-002  -3.1643967046865965E-002   4.9089449519231970E-002  -6.9331663229229248E-002   9.0172822613617157E-002 -0.10980074471923551       0.12733683258841946      -0.14266497146501886       0.15603501443293952      -0.16778689881772690       0.17823133715486802      -0.18761868209577481       0.19614184569988027      -0.20394794901200466       0.21114979241069995     
   1.6807737345388378E-007  -1.2810995420073884E-006   6.7768367623162510E-006  -2.8693268278109303E-005   1.0299019491505384E-004  -3.2310614116704570E-004   9.0235868623289312E-004  -2.2690979886648044E-003   5.1725734299287087E-003  -1.0722003259027793E-002   2.0208725803600520E-002  -3.4565784483286274E-002   5.3603454103816971E-002  -7.5680321220813515E-002   9.8394386332611508E-002 -0.11976752349037996       0.13884250624921751      -0.15549480614159630       0.16999903476461647      -0.18272766151847256       0.19402087383108446      -0.20415271179154723       0.21333434450023386      -0.22172684389409955       0.22945374082418712     
   1.8308114910687847E-007  -1.3949503449303304E-006   7.3763939434031478E-006  -3.1220367463898688E-005   1.1201972243005339E-004  -3.5130485465644678E-004   9.8074967530633749E-004  -2.4653123582398869E-003   5.6177807849266586E-003  -1.1640539976178747E-002   2.1931821276297038E-002  -3.7499018983811618E-002   5.8130279761673814E-002  -8.2040087417628207E-002  0.10662111220673048      -0.12972900815114968       0.15032826904801447      -0.16828652638363370       0.18390369214606900      -0.19758519855937134       0.20970103351294436      -0.22054917175555822       0.23035923237610367      -0.23930639386003280       0.24752504704010728     
   1.9832607907657463E-007  -1.5105130805079610E-006   7.9843400948512138E-006  -3.3780164054549451E-005   1.2115649180985356E-004  -3.7980828525341966E-004   1.0599031240179078E-003  -2.6632215393847373E-003   6.0663447326389447E-003  -1.2564984214685087E-002   2.3664070861043409E-002  -4.0444514808152220E-002   6.2670816104243868E-002  -8.8411622724083802E-002  0.11485307760520024      -0.13968432736130457       0.16179197440705767      -0.18103643760818788       0.19774352012920943      -0.21235208642904954       0.22526227998525816      -0.23679628036801104       0.24720236799802603      -0.25666999883515579       0.26534456626086794     
