   1.4903815962178173E-012  -6.5460373200408393E-012   2.0369453327755132E-011  -5.1831516232305972E-011   1.1434015976215319E-010  -2.2572532098317053E-010   4.0676173582098263E-010  -6.7809441043524536E-010   1.0557202440134383E-009  -1.5456359080818189E-009   2.1386573090043979E-009  -2.8066173448655534E-009   3.5010587949989483E-009  -4.1551225130470793E-009   4.6886141496792302E-009  -5.0152540236585232E-009   5.0498012817936266E-009  -4.7275134901988889E-009   4.4911838472649515E-009  -5.2395275941020534E-009   6.2475540937517110E-009  -7.3483686669641483E-009   8.6124611468866363E-009  -1.0099567371880444E-008   1.1870545032877076E-008
   2.9889775246633192E-012  -1.3127594078373400E-011   4.0847784049754513E-011  -1.0393611522895325E-010   2.2927451016062351E-010  -4.5260843691442806E-010   8.1558422699612505E-010  -1.3595845625552221E-009   2.1166703083091310E-009  -3.0988521002009633E-009   4.2877070650852665E-009  -5.6267593546355267E-009   7.0188626751671165E-009  -8.3299875728143900E-009   9.3993791199133479E-009  -1.0054089237686616E-008   1.0123255325128463E-008  -9.4771062946233808E-009   9.0032994659056839E-009  -1.0503424860166561E-008   1.2524093562050479E-008  -1.4730730015567957E-008   1.7264631127924578E-008  -2.0245530998573237E-008   2.3795407074406709E-008
   4.5039776634914275E-012  -1.9780076200258152E-011   6.1543498613180773E-011  -1.5658589387818465E-010   3.4539498106400360E-010  -6.8180252272406563E-010   1.2285196429489074E-009  -2.0478514862915805E-009   3.1880565422159111E-009  -4.6671937454142524E-009   6.4574921905881976E-009  -8.4738846045769127E-009   1.0570073076711606E-008  -1.2544237205491795E-008   1.4154331108362264E-008  -1.5139963163490121E-008   1.5243889519963151E-008  -1.4270739761270038E-008   1.3557166150628066E-008  -1.5815929788962530E-008   1.8858446090070349E-008  -2.2180890330088600E-008   2.5995999104652906E-008  -3.0484027979341084E-008   3.5828596568610087E-008
   6.0435919968289402E-012  -2.6538965736273709E-011   8.2565304982165149E-011  -2.1005337811381133E-010   4.6329427743676539E-010  -9.1446197060338064E-010   1.6476218271059833E-009  -2.7462782077194629E-009   4.2750872739348233E-009  -6.2582074108437617E-009   8.6583556749054857E-009  -1.1361449571894445E-008   1.4171346414093111E-008  -1.6817504998068735E-008   1.8975494406857365E-008  -2.0296318474156223E-008   2.0435214610933891E-008  -1.9130358467726079E-008   1.8173586452162229E-008  -2.1201259914884285E-008   2.5279413628147143E-008  -2.9732623786617582E-008   3.4846014196058373E-008  -4.0861145365240350E-008   4.8024061220489588E-008
   7.6160945279962585E-012  -3.3440007639003984E-011   1.0402267614496587E-010  -2.6461291494016433E-010   5.8356886451221737E-010  -1.1517481269437265E-009   2.0749563756671188E-009  -3.4582661545477487E-009   5.3829977891722772E-009  -7.8794768845947905E-009   1.0900689211260964E-008  -1.4302971374228668E-008   1.7839411144597313E-008  -2.1169506325839514E-008   2.3884982027559401E-008  -2.5546689579513807E-008   2.5720831173530871E-008  -2.4077989311199136E-008   2.2873439909936377E-008  -2.6683721208093085E-008   3.1815901565768150E-008  -3.7419823473085583E-008   4.3854261278956806E-008  -5.1423124778040138E-008   6.0435924549573202E-008
   9.2298667883541136E-012  -4.0519394694866797E-011   1.2602640769104889E-010  -3.2054204894210061E-010   7.0682191791378972E-010  -1.3948349586483064E-009   2.5126105868514805E-009  -4.1872513424178545E-009   6.5170749641046235E-009  -9.5386584870242135E-009   1.3194981118927696E-008  -1.7312089563020959E-008   2.1591143646140436E-008  -2.5620127163730630E-008   2.8905094723973096E-008  -3.0914807488098670E-008   3.1124534350528160E-008  -2.9135838966556372E-008   2.7677775232138825E-008  -3.2287815152872515E-008   3.8497045739282397E-008  -4.5276649856552505E-008   5.3060633790406002E-008  -6.2216563505884456E-008   7.3118720292996609E-008
   1.0893441175963566E-011  -4.7813951592225666E-011   1.4868917237571610E-010  -3.7812289038889967E-010   8.3366625377144431E-010  -1.6449146773788967E-009   2.9627033302197884E-009  -4.9367204218744927E-009   7.6826816730537721E-009  -1.1243516041405928E-008   1.5551863781148748E-008  -2.0402627266513267E-008   2.5443643267920344E-008  -3.0189511899966803E-008   3.4058418871170138E-008  -3.6424703435760459E-008   3.6670417336219320E-008  -3.4326390164928589E-008   3.2607901350455099E-008  -3.8038344507682647E-008   4.5352337859787801E-008  -5.3337677381608119E-008   6.2505504325867066E-008  -7.3288612996545232E-008   8.6127623727936341E-008
   1.2615544351387499E-011  -5.5361319077073622E-011   1.7212607449795735E-010  -4.3764348180933552E-010   9.6472725337476206E-010  -1.9032033493132610E-009   3.4273948839138943E-009  -5.7102266629730009E-009   8.8852810867880381E-009  -1.3001955668568479E-008   1.7982160820161810E-008  -2.3588651965615103E-008   2.9414306899251995E-008  -3.4898150553778197E-008   3.9367923650719666E-008  -4.2100811750593009E-008   4.2382974075906250E-008  -3.9672497226677315E-008   3.7685477758990099E-008  -4.3960518221708893E-008   5.2411749923055712E-008  -6.1638039854899218E-008   7.2229893793175497E-008  -8.4687175629819999E-008   9.9518680937241820E-008
   1.4405140912420293E-011  -6.3200139123189613E-011   1.9645520684132832E-010  -4.9939916972250177E-010   1.1006457964805235E-009  -2.1709465171560869E-009   3.9088967861619920E-009  -6.5114059520122474E-009   1.0130460973530831E-008  -1.4822060564504269E-008   2.0496934223060383E-008  -2.6884536175864898E-008   3.3520903389513684E-008  -3.9766965784193386E-008   4.4857057969360834E-008  -4.7968072406325556E-008   4.8287201630480771E-008  -4.5197481266077774E-008   4.2932604531291223E-008  -5.0080055964540614E-008   5.9705858141745306E-008  -7.0213575245451079E-008   8.2275639852761301E-008  -9.6461100616005344E-008   1.1334903700157225E-007
   1.6271477565237249E-011  -7.1370242024440336E-011   2.2179821286695084E-010  -5.6369398805282990E-010   1.2420812170455207E-009  -2.4494248604575315E-009   4.4094817461525874E-009  -7.3439928728033078E-009   1.1423958111522350E-008  -1.6712125915212791E-008   2.3107531625677457E-008  -3.0305018300136786E-008   3.7781648141453861E-008  -4.4817400064318599E-008   5.0549847526213283E-008  -5.4052033701110645E-008   5.4408702640655956E-008  -5.0925225470782914E-008   4.8371912395826434E-008  -5.6423292709809330E-008   6.7265966921336978E-008  -7.9100970508341806E-008   9.2685565348691936E-008  -1.0866037983710467E-007   1.2767716406583714E-007
