     tau         EL         x1         y1         z1         x2         y2         z2
   25200   -3.10814    0.01997   -0.35402   -0.88151    1.68902    0.84894    0.16923 
   25300   -2.60184    0.61623    0.32922    0.35864   -0.51683   -0.06316   -0.46615 
   25400   -3.11959   -0.36592   -0.35581    0.02108   -0.49515   -0.25272    1.20153 
   25500   -2.51543    0.15375    0.13510   -0.01915   -0.33839    0.33725   -0.08964 
   25600   -2.59872    0.03981   -0.75791   -0.02479    0.11287    0.70329   -0.13406 
   25700   -2.56547    0.16532    0.22290    0.33643    0.25664    0.10780   -0.12416 
   25800   -2.78237    0.09367   -0.73610   -0.17482    0.48465    1.02340    0.10897 
   25900   -2.37605   -0.00776   -0.07491    0.11800    0.11556   -0.17492   -0.07883 
   26000   -2.97503    0.48434   -0.61167    0.94354   -0.10248   -0.66646   -1.05123 
   26100   -2.31791   -0.17301   -0.04684    0.14952    0.52577    0.18969    0.09449 
   26200   -2.69420    0.06324    0.48169   -0.21203   -0.04182   -0.32633    1.01489 
   26300   -3.63595   -0.50424    0.29830    0.07475   -1.78074    1.03130    1.00854 
   26400   -2.76621    0.71039    0.13686    0.54081   -0.08398   -0.82430   -0.14566 
   26500   -3.20405    0.82422   -0.91893    1.70441    0.43023    0.28199   -0.04639 
   26600   -3.19221    0.59142   -0.31770    0.10488    0.73412   -0.20848    0.71129 
   26700   -3.13859    0.26380    0.13448    0.50420    0.29553   -0.10070    0.34414 
   26800   -2.65240    0.11308    0.73421   -0.06607   -0.48533    0.03615    0.05065 
   26900   -2.58271   -0.20317    0.14570    0.21583    0.21123    0.47719   -0.04341 
   27000   -3.24523    0.82421   -0.11303   -0.63828    0.50636    0.17570   -0.68678 
   27100   -3.30184   -0.11005   -0.02271    0.07527    0.97193    0.28891    1.90461 
   27200   -2.63151   -0.13310   -0.68783   -0.10319   -0.30313    0.04491    0.27715 
   27300   -3.09786   -0.09437    0.92284   -0.75653   -0.13612    0.32934    0.16332 
   27400   -3.06656   -0.33783    1.68806    0.87530    0.55647   -0.35072   -0.57256 
   27500   -2.59992    0.33424   -0.23472    0.73496   -0.07580    0.50600   -0.22059 
   27600   -2.68177   -0.39393    0.30169   -0.38657    0.12355   -0.09728   -0.28248 
   27700   -2.88662   -0.35491    0.06620   -1.82486    0.04302   -0.08065    0.08838 
   27800   -3.29022   -0.29314    1.78771    0.81251   -0.78573   -1.00718    1.80531 
   27900   -2.89703    0.76999    0.34103   -0.14676    0.26435   -0.13089   -0.51523 
   28000   -3.06904   -0.04616    0.00832   -0.05910    0.83624    0.11119   -0.82217 
   28100   -3.08278   -0.13741   -0.21926   -0.40698    0.07657   -0.29615   -0.33707 
   28200   -3.53594    1.41694    0.04805   -0.69009    0.61448    0.05124   -0.51498 
   28300   -2.66308    0.76137   -0.72239   -0.54185   -0.31928    0.05124    0.22507 
   28400   -3.15967    0.06783    0.24210   -0.07568   -0.86115    0.77334   -0.07743 
   28500   -2.48721   -0.30715   -0.21903   -0.59716   -0.10789    0.20218    0.44521 
   28600   -2.68771   -0.43345   -0.27524   -0.53844    0.58988   -0.25342   -0.22634 
   28700   -2.92249   -0.78204   -0.77506    0.94189    0.73837   -0.09251    0.00737 
   28800   -3.02802   -0.07809   -0.36409    0.98671   -1.17489    1.00353   -0.06418 
   28900   -2.62181    0.56613   -0.24298   -0.40944   -0.11008    0.10973    0.72187 
   29000   -2.96305    0.03814    0.13091   -0.49056    0.36104   -0.21560   -0.50627 
   29100   -3.51574    1.10642   -1.30523    2.53749    0.39307    0.31600    0.35606 
   29200   -3.57486   -0.47141   -0.36118   -0.03715   -1.14893   -0.91378   -0.42701 
   29300   -2.46223    0.14669   -0.26827   -0.64183    0.14480    0.01669    0.42536 
   29400   -2.73303   -0.09768    0.01897   -0.17819   -0.27362    0.34837    0.00464 
   29500   -2.28618    0.17503    0.00917    0.31711   -0.06597   -0.25283   -0.42771 
   29600   -2.97419    0.05618    0.72637   -0.13122    0.27604    0.14452   -0.16977 
   29700   -3.21563    0.09464    0.20520    0.21166   -0.31760    0.38432    0.64318 
   29800   -2.93047    0.42972   -0.38426   -0.11800   -0.00775   -0.41293   -0.06717 
   29900   -2.62431    0.34381    0.14468    0.41552    0.14330    0.09543   -0.85643 
   30000   -3.20056   -0.98411   -1.43950    0.21619    0.03134   -0.04319    0.30074 
   30100   -2.76280   -0.79169   -0.08518    0.69002   -0.11906    0.42728   -0.31316 
   30200   -2.88028   -0.27162   -0.39563    0.19550   -0.80629   -0.02554   -0.27257 
   30300   -3.42751    0.01739   -0.00177   -0.07775    0.25318   -0.32275   -0.50012 
   30400   -2.67175   -0.17590    0.34086    0.53803    0.47766    0.47758   -0.38110 
   30500   -2.35959    0.22584    0.71832   -0.09010    0.02983   -0.23339    0.03525 
   30600   -2.79845   -0.15411    0.62069    0.24715   -0.64844    0.17228   -0.61244 
   30700   -2.65577   -0.07691   -0.13614   -0.34579    0.37317    0.29610   -0.32469 
   30800   -3.17382   -0.41510   -1.11047    0.34396    0.15767   -0.40378   -0.16936 
   30900   -2.99476    0.53001    0.57920    0.26860    0.65342   -0.06130    0.70431 
   31000   -3.20667    1.68003    0.05514    0.52686    0.31244    0.48799   -0.25938 
   31100   -3.04424    1.07910    0.43852   -0.76407    0.01063    0.36715    1.31461 
   31200   -3.05111    0.16448   -0.24419    0.38156    1.17450   -0.53114   -1.10909 
   31300   -3.05698   -0.15028   -0.45540   -0.83061    0.21614   -0.60801   -0.28149 
   31400   -2.86294   -0.07201    0.42411    0.09228    0.09021    0.40632   -0.84646 
