           1  -8.9132819783940924     
           2  -6.9273225014834336     
           3  -5.1913317836790336     
           4  -3.7053098311301311     
           5  -2.4692566464190584     
           6  -1.4831722208264482     
           7 -0.74705653301954600     
           8 -0.26090842380759216     
           9  -2.0318642469098636E-002
          10  0.10024396618813666     
          11  0.27056465300941940     
          12  0.48947048406606258     
          13  0.74963400926374080     
          14   1.0480719770057025     
          15   1.3810036740048079     
          16   1.7481132788187213     
          17   2.1459405853683462     
          18   2.5758910205844971     
          19   3.0338087735171211     
          20   3.5229162942255821     
          21   4.0375588687172241     
          22   4.5833217681890321     
          23   5.1520897797334033     
          24   5.7527746249990015     
          25   6.3734786217193768     
          26   7.0279303230098273     
          27   7.6985603910053229     
          28   8.4061277254082434     
          29   9.1246730059610126     
          30   9.8852078850059026     
          31   10.649488740487499     
          32   11.463402614634619     
          33   12.270894035738332     
          34   13.139265231721987     
          35   13.986898542832005     
          36   14.911627818997260     
          37   15.795564896068537     
          38   16.779575114890331     
          39   17.694958722666147     
          40   18.742428030358329     
          41   19.683126431116943     
          42   20.799731332238920     
          43   21.758117363111776     
          44   22.951241079961438     
          45   23.918075455482594     
          46   25.196908443988775     
          47   26.161427477978233     
          48   27.536857809313922     
          49   28.487177601799520     
          50   29.971358582897995     
          51   30.895267354969224     
          52   32.500791692415881     
          53   33.386880252499481     
          54   35.125613089999412     
          55   35.964512117576199     
          56   37.846317377381190     
          57   38.631676166031546     
          58   40.663404786808698     
          59   41.392291396545694     
          60   43.577354197970330     
          61   44.249993695919215     
          62   46.588603822912930     
          63   47.207640902111287     
          64   49.697539932340106     
          65   50.267136499925343     
          66   52.904492823109713     
          67   53.429518389964215     
          68   56.209738343564197     
          69   56.695177771105207     
          70   59.613502756369044     
          71   60.064091896641429     
          72   63.115968482524480     
          73   63.536009756696217     
          74   66.717278440700795     
          75   67.110573839493739     
          76   70.417538200095350     
          77   70.787382642315691     
          78   74.216821350212314     
          79   74.566007489192884     
          80   78.115203545830227     
          81   78.445993867691854     
          82   82.112905203692478     
          83   82.426937324395027     
          84   86.210744728497176     
          85   86.508889124850384     
          86   90.411293028249133     
          87   90.693696808808184     
          88   94.721110594125179     
          89   94.988447223636697     
          90   99.153267892666193     
          91   99.412830603175180     
          92   103.72732607037133     
          93   104.01143169508404     
          94   108.47240139454956     
          95   108.86175243135774     
          96   113.44497325932439     
          97   114.07585700493955     
          98   118.73669971962873     
          99   120.03059499758362     
         100   124.84835422159490     
