           1   3.9992001599680064E-003   51.671297388460260        6.3948719443630297E-007  -1.8089911468798686E-006   3.6109144525435668E-006  -5.8464999325713636E-006   8.0897671113857641E-006  -9.7722199664024423E-006   1.0302593069180704E-005  -9.1380318739950997E-006   6.0359542673660179E-006  -6.4037292945642145E-006   7.9072934061637184E-006  -9.3124952314889484E-006   1.0805271704991604E-005  -1.2469430323851274E-005   1.4368805546265662E-005  -1.6564496684944349E-005   1.9121624140025862E-005  -2.2113168924549994E-005   2.5622866634912358E-005  -2.9747844768460206E-005   3.4601295682185506E-005  -4.0315330083115947E-005   4.7044092244059503E-005  -5.4967185458837195E-005   6.4293435092730523E-005
           2   7.9984003199360127E-003   51.326176406427855        1.2802136698140351E-006  -3.6213730680632148E-006   7.2283966857066854E-006  -1.1703355970438716E-005   1.6193544049308163E-005  -1.9561055193706191E-005   2.0622460594900063E-005  -1.8291243492758598E-005   1.2081888749270763E-005  -1.2818021836074054E-005   1.5827586492787637E-005  -1.8640234244266854E-005   2.1628139570741700E-005  -2.4959046446340073E-005   2.8760716578787311E-005  -3.3155433034700881E-005   3.8273522976659812E-005  -4.4261041913309929E-005   5.1285564990132893E-005  -5.9541464213791184E-005   6.9255256619576839E-005  -8.0691313330676079E-005   9.4158091948717942E-005  -1.1001498929245494E-004   1.2867986914108894E-004
           3   1.1997600479904020E-002   50.982710322617393        1.9234069758519594E-006  -5.4405029155375486E-006   1.0858946628480560E-005  -1.7580813364347622E-005   2.4325186134561681E-005  -2.9382933249592051E-005   3.0976678337213673E-005  -2.7474637891700116E-005   1.8147666784678145E-005  -1.9253316792060551E-005   2.3773725584022743E-005  -2.7998279994395784E-005   3.2485989650113566E-005  -3.7488791309060728E-005   4.3198558235519288E-005  -4.9798924898223621E-005   5.7485596620690931E-005  -6.6477888876720324E-005   7.7027422541196117E-005  -8.9426046143599013E-005   1.0401386368676605E-004  -1.2118780336979180E-004   1.4141097100293292E-004  -1.6522293361013064E-004   1.9325101506587433E-004
           4   1.5996800639872025E-002   50.640891977748190        2.5702853436214021E-006  -7.2697106131994546E-006   1.4509008394546844E-005  -2.3489025019725341E-005   3.2498418694562697E-005  -3.9254122581995235E-005   4.1382152681436760E-005  -3.6703066939738560E-005   2.4243051557979716E-005  -2.5719946909390978E-005   3.1758425311528668E-005  -3.7401539914200997E-005   4.3396026953944680E-005  -5.0078398156305171E-005   5.7704913027216144E-005  -6.6520807177690945E-005   7.6787419317264215E-005  -8.8797600967178525E-005   1.0288732554493977E-004  -1.1944626324937704E-004   1.3892849510991679E-004  -1.6186394742307678E-004   1.8887087186378378E-004  -2.2066956520828791E-004   2.5809743753861769E-004
           5   1.9996000799840031E-002   50.300714242220756        3.2220600264886708E-006  -9.1123050535300372E-006   1.8184981933408635E-005  -2.9438069395223090E-005   4.0726860745930195E-005  -4.9190760105119683E-005   5.1855648930689773E-005  -4.5991255976308971E-005   3.0377722223947941E-005  -3.2228155541896417E-005   3.9794289501158823E-005  -4.6864790301815740E-005   5.4375303463343389E-005  -6.2747422485003932E-005   7.2302157172260897E-005  -8.3346675109415174E-005   9.6208286345232123E-005  -1.1125374388474723E-004   1.2890377966336104E-004  -1.4964634209492370E-004   1.7405000501310761E-004  -2.0277827576653941E-004   2.3660520945354975E-004  -2.7643257162205927E-004   3.2330868510349934E-004
           6   2.3995200959808040E-002   49.962170015996406        3.8799375750100208E-006  -1.0971580111308202E-005   2.1893234323464724E-005  -3.5437967831892896E-005   4.9024047901608322E-005  -5.9208877860972567E-005   6.2413818633631004E-005  -5.5353827598460699E-005   3.6561289473226535E-005  -3.8788113085492043E-005   4.7893831329849114E-005  -5.6402699854010912E-005   6.5440745151787059E-005  -7.5515272857076612E-005   8.7012495627248660E-005  -1.0030192404966976E-004   1.1577725920132303E-004  -1.3387960921278254E-004   1.5511496832151103E-004  -1.8007012949493469E-004   2.0942879895505506E-004  -2.4398878771309283E-004   2.8468076904243834E-004  -3.3258889253575828E-004   3.8897341693163980E-004
           7   2.7994401119776045E-002   49.625252228476889        4.5451220510751627E-006  -1.2850820488176996E-005   2.5640110732696120E-005  -4.1498701352064351E-005   5.7403454553851684E-005  -6.9324428815886068E-005   7.3073226008146236E-005  -6.4805324650846476E-005   4.2803310572878406E-005  -4.5409932857223975E-005   5.6069492797368743E-005  -6.6029852394408964E-005   7.6609178076797270E-005  -8.8401240642288847E-005   1.0185799589067373E-004  -1.1741178785319812E-004   1.3552320916870593E-004  -1.5670826389651901E-004   1.8155880892782426E-004  -2.1076115642971281E-004   2.4511490662220445E-004  -2.8555303431056982E-004   3.3316380033197532E-004  -3.8921482679703039E-004   4.5517952448640499E-004
           8   3.1993601279744051E-002   49.289953838384683        5.2188171863235151E-006  -1.4753307401152057E-005   2.9431945071257431E-005  -4.7630226964857400E-005   6.5878515381561831E-005  -7.9553311848179714E-005   8.3850373518355221E-005  -7.4360232468426697E-005   4.9113303914562294E-005  -5.2103686452616354E-005   6.4333663555062062E-005  -7.5760768846226586E-005   8.7897353597567407E-005  -1.0142452875583344E-004   1.1686062065264849E-004  -1.3470137592713947E-004   1.5547485936380788E-004  -1.7977259797112891E-004   2.0827300707785049E-004  -2.4176269963346804E-004   2.8115805183451736E-004  -3.2752819793209048E-004   3.8212010794145846E-004  -4.4638613526507470E-004   5.2201424836194126E-004
           9   3.5992801439712056E-002   48.956267833643906        5.9022284896020934E-006  -1.6682324127477917E-005   3.3275070358969040E-005  -5.3842493513260535E-005   7.4462646227791432E-005  -8.9911395979989751E-005   9.4761726659076874E-005  -8.4033000418902665E-005   5.5500763101068020E-005  -5.8879418613747646E-005   7.2698699131323107E-005  -8.5609928495897883E-005   9.9321972771710155E-005  -1.1460427945118583E-004   1.3204225935940420E-004  -1.5219570903835086E-004   1.7566082534982782E-004  -2.0310537063961300E-004   2.3529510885533480E-004  -2.7311784098566850E-004   3.1760772001113429E-004  -3.6997116892620031E-004   4.3161513848796707E-004  -5.0417813970970473E-004   5.8956429054162309E-004
          10   3.9992001599680062E-002   48.624187231261416        6.5965653079940924E-006  -1.8641161417595161E-005   3.7175828829485068E-005  -6.0145457095811642E-005   8.3169264390711299E-005  -1.0041454390333856E-004   1.0582373799885390E-004  -9.3838062789240379E-005   6.1975170600201164E-005  -6.5747161638646985E-005   8.1176938591288238E-005  -9.5591789591294353E-005   1.1089970998125767E-004  -1.2795960122531872E-004   1.4742475875738023E-004  -1.6991975394761691E-004   1.9610965440027868E-004  -2.2673925479505555E-004   2.6266255133795314E-004  -3.0486952482733647E-004   3.5451322323446118E-004  -4.1293861948432105E-004   4.8171406443914228E-004  -5.6266581796515899E-004   6.5791592230839179E-004
          11   4.3991201759648067E-002   48.293705077208678        7.3030428457218835E-006  -2.0633122787376485E-005   4.1140581791761146E-005  -6.6549096094133860E-005   9.2011808368957043E-005  -1.1107863484773097E-004   1.1705287052976782E-004  -1.0378985905813777E-004   6.8546010993365470E-005  -7.2716949360865623E-005   8.9780721666100248E-005  -1.0572080931576348E-004   1.2264723583518103E-004  -1.4150959489008801E-004   1.6302995247797328E-004  -1.8789845693998572E-004   2.1684986349105397E-004  -2.5070688007626469E-004   2.9041271140872889E-004  -3.3706061331700984E-004   3.9192376304303411E-004  -4.5648707487372245E-004   5.3248186490729283E-004  -6.2192389553037753E-004   7.2715508802506808E-004
          12   4.7990401919616080E-002   47.964814446303812        8.0228841450164370E-006  -2.2661529700220337E-005   4.5175719268361553E-005  -7.3063425835895939E-005   1.0100375710002492E-004  -1.2191958683393000E-004   1.2846562036956203E-004  -1.1390285359391989E-004   7.5222783844637424E-005  -7.9798830726437425E-005   9.8522405385082764E-005  -1.1601146317685398E-004   1.3458123939298568E-004  -1.5527337886050215E-004   1.7887968972049283E-004  -2.0615677631645839E-004   2.3790997609493824E-004  -2.7504087454061343E-004   3.1858295296821604E-004  -3.6973393993432099E-004   4.2988849107579511E-004  -5.0067298217538266E-004   5.8398340354327502E-004  -6.8202693379593811E-004   7.9736750498953228E-004
