     tau         EL         x1         y1         z1         x2         y2         z2
   24400   -3.99828    0.32599    0.20831   -0.14263    0.03581    0.09980   -0.43518 
   24500   -4.00280    0.50389   -0.01964   -0.00374   -0.27168   -0.31745   -0.96266 
   24600   -3.94643    0.02065   -0.03560   -0.01740    0.39182    0.13963    0.26604 
   24700   -4.00158   -0.42249    0.39440   -0.13805    0.02620   -0.53967    0.21795 
   24800   -4.00050    0.20986    0.37151   -0.24568    0.24152    0.46791   -0.19443 
   24900   -4.00145    0.60311   -1.01182    0.99484   -0.07891    0.31431   -0.14948 
   25000   -3.99958    0.09675   -0.30047   -0.01681    0.39613    0.67678    0.62426 
   25100   -4.00149   -0.29915   -0.29507    0.02844    0.11718    0.93029    0.10510 
   25200   -4.00416    0.84040    0.47259    0.15554   -0.50856   -0.39184   -0.32153 
   25300   -3.99717    0.22637    0.11678   -0.10142    0.65624   -0.22809   -0.07040 
   25400   -4.00184    0.17300   -0.05163    0.46543   -0.43369    0.20215   -0.60429 
   25500   -3.99757   -0.16637   -0.09475   -0.19023   -0.18943   -0.36126   -0.70824 
   25600   -4.00188    0.28677   -0.52097   -0.44542   -0.32623    0.02928    0.39831 
   25700   -4.00238   -0.45598   -0.40776    0.41446   -0.00374   -0.41479   -0.39618 
   25800   -3.99938   -0.23036   -0.30687   -0.01637   -0.17530   -0.26361   -0.52308 
   25900   -4.00354   -0.24057   -0.39413   -0.70731   -0.50895   -0.43253   -0.12992 
   26000   -3.99396   -0.22271    0.14965    0.47949   -0.04629    0.17910   -0.12462 
   26100   -4.00486   -0.92995   -0.03622   -0.38794    0.36084   -0.76754    0.14923 
   26200   -4.00274    0.03441    0.44405   -0.45877    0.06595   -0.25273   -0.66805 
   26300   -4.00349   -0.00258   -0.34121   -0.63636   -0.26918   -0.54084   -0.48881 
   26400   -4.00153    0.15353   -0.35275   -1.67252    0.22644    0.13917   -0.23162 
   26500   -4.00685    0.24951    0.54228   -1.28265   -0.31949   -0.67793   -1.25105 
   26600   -4.00523    1.09781    0.18093    0.38003   -0.42255    0.40073    0.63415 
   26700   -4.00288    0.41305   -0.45207    0.06953    0.75043   -0.19662    0.07905 
