     tau         EL         x1         y1         z1         x2         y2         z2
   25300   -3.35527   -0.21902   -0.73156    0.07849    0.11434   -0.02706   -0.19149 
   25400   -2.98690    1.72607   -0.63289    0.07179    0.40920    0.13137    0.31773 
   25500   -3.00620    0.68689    0.05544    0.28241   -0.62188    0.42774   -0.41877 
   25600   -4.03949    0.00286   -0.01342    0.11810   -0.32907   -0.24436   -0.23610 
   25700   -0.12742   -0.26483   -0.05785    0.18898   -0.10141   -0.08099    0.34209 
   25800   -2.98573    0.03345   -0.57949   -0.36097   -0.22208    1.00338   -1.02517 
   25900   -2.42781   -0.48719   -0.07464   -0.26751   -0.14401    0.20153   -0.08506 
   26000   -2.80301    0.73054    0.37616    0.52403    0.36506   -0.49450   -0.07137 
   26100   -2.72140    0.17256    0.14353   -0.31963   -0.05319    0.61707   -0.96953 
   26200   -3.11443   -0.54519   -0.34585    0.02900    0.08296   -0.01212   -0.25942 
   26300   -1.88068    0.34598   -0.61740    0.09769    0.23370   -0.30516   -0.25020 
   26400   -2.51954    0.20522   -0.57123   -0.27145    0.83550   -0.12141    0.05213 
   26500   -2.65672    0.74880   -0.82807   -0.78793    0.48902   -0.01814   -0.27432 
   26600   -2.65238    0.52752    0.36375    0.37687    0.01412   -0.21003    1.13316 
   26700   -2.92555    0.41061    0.20585    0.78247   -0.25324    1.58204   -0.43793 
   26800   -2.16694    0.29444   -0.00177   -0.77183    0.16093    0.34060   -1.43400 
   26900   -3.10826    0.25976   -0.37555   -0.45084    0.84479   -1.09905   -2.96272 
   27000   -2.87278    0.57667    0.77763   -0.84573    0.93102   -0.74027    0.16700 
   27100   -2.56235    0.32437    0.31083    0.23836   -0.35741    0.39032    0.17074 
   27200   -2.85834   -0.46607   -0.03574   -0.60582   -0.35166    0.23343    0.42312 
   27300   -2.86015    0.66597    0.36703    1.47684   -0.42496    0.23818    0.48438 
   27400   -2.94076   -0.31914    0.29196    0.22893   -0.36869   -0.10660   -0.79955 
   27500   -4.30157   -0.01906    0.09395   -0.08120   -0.29401   -0.55211    0.23212 
