     tau         EL         x1         y1         z1         x2         y2         z2
    2430   -3.36808    0.27375   -0.33521   -0.29462    0.30695   -0.20027   -1.16104 
    2440   -3.53767    0.27375   -0.33521   -0.29462    0.30695   -1.20249   -0.45238 
    2450   -2.59970    0.27375   -0.16671   -0.29462    0.30695   -0.19630    0.58946 
    2460   -2.64990   -0.27704   -0.16671    0.24528   -0.29618   -0.19630   -0.71194 
    2470   -2.11877   -0.27704   -0.02605    0.24528    0.10966   -0.08547   -0.14193 
    2480   -2.59601    0.13117    0.91796    0.24528    0.10966   -0.08547   -0.14193 
    2490   -2.58762    0.13117    0.91796    0.59036    0.10966   -0.08547   -0.14193 
    2500   -3.05270    0.13117    0.32212    0.59036    0.10966   -0.08547    0.10632 
    2510   -3.05270    0.13117    0.32212    0.59036    0.10966   -0.08547    0.10632 
    2520   -3.35856    0.13117   -0.47304    0.16180    0.10966   -0.08547    0.10632 
    2530   -3.24224    0.13117   -0.78183   -0.00617    0.10966   -0.08547    0.10632 
    2540   -2.31976    0.13117   -0.45527   -0.00617    0.10966    0.45059    0.10632 
    2550   -2.29610    0.13117   -0.45527   -0.00617    0.10966    0.38584    0.10632 
    2560   -2.31024    0.16328   -0.45527   -0.00617    0.10966    0.38584    0.10632 
    2570   -2.47672    0.42352   -0.49511   -0.00617    0.10966    0.38584   -0.16124 
    2580   -2.47158    0.42352    0.46015   -0.00617    0.10966   -0.33803    0.16501 
    2590   -2.71058    0.42352   -0.38522   -1.07342    0.10966   -0.01671    0.16501 
    2600   -2.44017   -0.31153    0.52373   -0.73190    0.10966   -0.01671    0.16501 
    2610   -2.99825   -0.31153   -0.52061    0.80829    0.42277   -0.01671    0.60946 
    2620   -2.96054   -0.31153    0.45537    0.97861    0.42277    1.09454   -0.93149 
    2630   -2.95583   -0.31153    0.45537   -0.44629   -0.14270   -0.39064   -0.93149 
    2640   -2.37615    0.07597    0.45537    0.14714   -0.14270   -0.39064    0.24172 
    2650   -2.88746   -0.12783    0.45537    0.14714    0.44017   -0.95665    1.16835 
    2660   -3.04042   -1.32854    0.88133   -0.95203   -0.29216   -0.95224    0.02813 
    2670   -2.81844   -0.15484    1.29904    0.09288    0.20867   -0.95224    0.02813 
    2680   -2.74576   -0.02235    1.29904    0.09288   -0.28904   -0.53322   -0.29575 
    2690   -2.43376   -0.40342    0.24727    0.09288    0.02890   -0.53322   -0.20123 
    2700   -2.47876   -0.40342    0.24727   -0.21460    0.02890   -0.53322   -0.10099 
    2710   -3.21307   -0.40342    0.24727   -0.21460   -0.69548   -0.00310   -0.10099 
    2720   -2.79684    0.27834    0.24727    0.81036   -0.27778   -0.71915   -1.06281 
    2730   -2.54033    0.27834    0.24727    0.52427   -0.67971   -0.24184   -0.29475 
    2740   -2.62903    0.16707    0.49729    0.52427   -0.67971    0.04881   -0.29475 
    2750   -2.74835    0.16707    0.82533    0.52427   -0.71153    0.04881   -0.29475 
    2760   -3.03942    0.16707    1.69193   -0.76306   -0.71153   -0.31397   -0.39670 
    2770   -2.84335    0.10258    0.12383    0.03814   -0.71153    0.57672   -0.39670 
    2780   -3.03146    0.01787    0.12383   -0.13390   -0.71153   -0.21072   -0.60130 
    2790   -2.93300    1.10180   -0.64633   -0.13390    0.33699    0.60697   -0.60130 
    2800   -2.79580    0.72826    0.15957   -0.13390   -0.21707    0.63930   -0.60130 
    2810   -2.64165    0.72826    0.15957   -0.13390   -0.21707    0.22170   -0.40479 
    2820   -2.63421    0.72826   -0.58489   -0.13390   -0.21707    0.22170   -0.40479 
    2830   -3.64947    0.72826    0.49600   -0.13390    0.29548    0.22170   -0.11395 
    2840   -3.64947    0.72826    0.49600   -0.13390    0.29548    0.22170   -0.11395 
    2850   -2.84528    0.11593   -0.66031   -0.38651   -1.00465   -0.18779   -0.11395 
    2860   -3.01955    0.19849   -0.63391   -0.38651   -0.16546   -0.18779   -0.84051 
